"Id","Name","Country","City","No of employees","Total Assets (m USD)","Op. Rev. (m USD)","Shareholders funds (m USD)","P/L before tax (m USD)"
"CAC149694711L","EI DU PONT CANADA","CA","BRIGHTON","n.a.","n.a.","n.a.","n.a.","n.a."
"CAC149143622L","EI DU PONT CANADA KINGSTON DISTRIBUTION CENTER","CA","KINGSTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC136908141L","EI DU PONT DE NEMOURS & CO","US","SEAFORD","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149126388L","EI DU PONT DE NEMOURS & CO","US","WILMINGTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149143695L","EI DU PONT DE NEMOURS & CO INC","US","KINSTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC142238106L","EI DU PONT DE NEMOURS & CO INC","US","DOVER","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149143651L","EI DU PONT DE NEMOURS & CO INC","US","TROY","n.a.","n.a.","n.a.","n.a.","n.a."
"USC160998762L","EI DU PONT DE NEMOURS & CO INC","US","WILMINGTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC165358182L","EI DUPOND DE NEMOURS & CO","US","WILMINGTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC134223244L","EI DUPTON CO","US","ORANGE","n.a.","n.a.","n.a.","n.a.","n.a."
"FIC28367971","ESPOON KEILALAHDENTIE 2-4 GP OY","FI","HELSINKI","n.a.","0","n.a.","0","n.a."
"CHC*110175547882","ETAG EMME TIEFDRUCKFORMEN AG","CH",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC*110136983971","FCC ACQUISITION CORPORATION","US","CALIFORNIA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC*110293674264","FILMTEC CORPORATION","US","DELAWARE","n.a.","n.a.","n.a.","n.a.","n.a."
"FIC15081982","FINNFEEDS FINLAND OY","FI","NAANTALI","84","60","60","42","9"
"FIC08630939","FINNFEEDS OY","FI","VAASA","23","71","139","33","5"
"USC*110175547853","FINNSUGAR BIOPRODUCTS INC","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"SEC*110175547902","FINNSUGAR CULTOR SVERIGE AB","SE",,"n.a.","n.a.","n.a.","n.a.","n.a."
"NOC4-4228591","FMC BIOPOLYMER AS","NO","VORMEDAL","n.a.","n.a.","n.a.","n.a.","n.a."
"THC*110231754647","FMC CHEMICALS (THAILAND) LTD. USD BRANCH","TH",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC295946042L","FMC CORP. - HEALTH & NUTRITION","US","PHILADELPHIA","n.a.","n.a.","n.a.","n.a.","n.a."
"CAC*110293674265","FORT SASKATCHEWAN ETHYLENE STORAGE LIMITED PARTNERSHIP","CA",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC133641901L","GENENCO","US","LAKEPORT","n.a.","n.a.","n.a.","n.a.","n.a."
"USC230923295L","GENENCOR","US","INDIANAPOLIS","n.a.","n.a.","n.a.","n.a.","n.a."
"CNC*110158205075","GENENCOR (CHINA) BIO-PRODUCTS CO. LTD.","CN","WUXI","n.a.","n.a.","n.a.","n.a.","n.a."
"BEC0421466186","GENENCOR INTERNATIONAL","BE","BRUGGE","107","52","36","31","2"
"ARC30-50427952-5","GENENCOR INTERNATIONAL ARGENTINA SOC DE RESPONSABILIDAD","AR","BUENOS AIRES","15","n.a.","n.a.","n.a.","n.a."
"GBC*110158608541","GENENCOR INTERNATIONAL CAYMAN LTD","GB",,"n.a.","n.a.","n.a.","n.a.","n.a."
"KYC*110008282922","GENENCOR INTERNATIONAL CAYMAN LTD","KY",,"n.a.","n.a.","n.a.","n.a.","n.a."
"BRC*190521562359","GENENCOR INTERNATIONAL DO BRASIL LTDA","BR","COTIA","n.a.","n.a.","n.a.","n.a.","n.a."
"FRC401865290","GENENCOR INTERNATIONAL FRANCE SARL","FR","MAISONS LAFFITTE","n.a.","1","1","1","0"
"NLC66922933","GENENCOR INTERNATIONAL HOLDING B.V.","NL","LEIDEN","n.a.","1,611","n.a.","1,611","n.a."
"USC161362385","GENENCOR INTERNATIONAL INC","US","PALO ALTO","1,271","752","410","565","32"
"JPC*110175547909","GENENCOR INTERNATIONAL JAPAN INC","JP",,"n.a.","n.a.","n.a.","n.a.","n.a."
"GBC*926729515","GENENCOR INTERNATIONAL LIMITED","GB","JERSEY","n.a.","n.a.","n.a.","n.a.","n.a."
"FIC07617652","GENENCOR INTERNATIONAL OY","FI","JÄMSÄNKOSKI","267","85","71","61","4"
"DEC2190335267","GENENCOR INTERNATIONAL VERTRIEBS GMBH","DE","PATTENSEN","2","n.a.","n.a.","n.a.","n.a."
"MUC0000674889","GENENCOR MAURITIUS LTD.","MU","FLOOR TOWER A, CYBERCITY EBENE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC133177105L","HD MICROSYSTEMS","US","PARLIN","n.a.","n.a.","n.a.","n.a.","n.a."
"USC238504889L","HICKORY HOLDINGS INC","US","NESCONSET","3","n.a.","0","n.a.","n.a."
"USC*110231754649","HICKORY SECURITIES, L.L.C.","US","DELAWARE","n.a.","n.a.","n.a.","n.a.","n.a."
"DEC6210324159","HITACHI CHEMICAL DUPONT MICROSYSTEMS GMBH","DE","NEU-ISENBURG","n.a.","2","n.a.","1","n.a."
"DEC8030209370","INGE GMBH","DE","GREIFENBERG","150","n.a.","n.a.","n.a.","n.a."
"RUC42424441","JOINT STOCK COMPANY DANISCO","RU","MOSCOW","26","19","51","17","3"
"FIC27884213","KIINTEISTÖ OY","FI","TAMPERE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC273499745L","MEC S INC","US","CHESTERFIELD","n.a.","n.a.","n.a.","n.a.","n.a."
"USC167197545L","MECS","US","SUNNYVALE","n.a.","n.a.","n.a.","n.a.","n.a."
"FRC055502868","MULTIBASE","FR","ENTRE DEUX GUIERS","101","83","102","63","15"
"INC33519FI","MULTIBASE INDIA LTD.","IN","DAMAN","n.a.","16","16","14","3"
"CNSCRL34765172","MULTIBASE ZHANGJIAGANG","CN",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC*110293674268","MYCOGEN LLC","US","CALIFORNIA","n.a.","n.a.","n.a.","n.a.","n.a."
"NLC76691470","N&B SERVICES B.V.","NL","LEIDEN","n.a.","n.a.","n.a.","n.a.","n.a."
"NLC69582823","N&H EMEA HOLDING 1 B.V.","NL","LEIDEN","n.a.","16","n.a.","16","n.a."
"NLC69618267","N&H EMEA HOLDING 2 B.V.","NL","LEIDEN","n.a.","16","n.a.","16","n.a."
"NLC68821603","N&H EMEA HOLDING B.V.","NL","LEIDEN","n.a.","6,294","n.a.","6,242","n.a."
"NLC69618860","N&H INTERNATIONAL HOLDING 3 B.V.","NL","LEIDEN","n.a.","0","n.a.","0","n.a."
"CNC9360001994","NANTONG DAS CHEMICAL CO., LTD.","CN","JIANGSU NANTONG CITY","n.a.","124","196","44","21"
"FIC*110175547862","NESON OY","FI",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ESC*110157123176","NOVENCO S.A.","ES",,"n.a.","n.a.","n.a.","n.a.","n.a."
"NLC76691462","NUTRITION & BIOSCIENCES NETHERLANDS B.V.","NL","LEIDEN","n.a.","n.a.","n.a.","n.a.","n.a."
"VGC*110293674271","OMEX OVERSEAS HOLDINGS INC.","VG",,"n.a.","n.a.","n.a.","n.a.","n.a."
"IEC530400","OXYMEM LIMITED","IE",,"29","3","n.a.","0","n.a."
"IDCWOR0000021655","P.T. DOW AGROSCIENCES INDONESIA","ID",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ESCB87642815","PEAK SPAIN SL.","ES","CARREÑO","45","13","4","1","0"
"USC301633955L","PERFORMANCE MATERIALS NA INC","US","WILMINGTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC306775169L","PERFORMANCE MATERIALS NA LLC","US","WILMINGTON","n.a.","n.a.","n.a.","n.a.","n.a."
"PLC*110175547855","PERLAROM POLSKA SP ZOO","PL",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ESC*110175547905","PERLAROM SA","ES",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC*110293674275","PFISTER SEEDS LLC","US","DELAWARE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC*110293674276","PHYTOGEN SEED COMPANY, LLC","US","DELAWARE","n.a.","n.a.","n.a.","n.a.","n.a."
"IDC*110235328508","PT DOW AGROSCIENCES COMMERCE INDONESIA","ID",,"n.a.","n.a.","n.a.","n.a.","n.a."
"IDC*110293674277","PT DOW INDONESIA","ID",,"n.a.","n.a.","n.a.","n.a.","n.a."
"IDC*110231754655","PT DU PONT AGRICULTURAL PRODUCTS INDONESIA","ID",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC*904398554","RESEARCH SOLUTIONS","ZA",,"n.a.","n.a.","n.a.","n.a.","n.a."
"HKC0000274305","ROHM AND HAAS (FAR EAST) LIMITED","HK",,"25","n.a.","n.a.","n.a.","n.a."
"CAC*110293674278","ROHM AND HAAS CANADA INVESTMENTS LIMITED","CA",,"n.a.","n.a.","n.a.","n.a.","n.a."
"CNC9384468520","ROHM AND HAAS ELECTRONIC MATERIALS (SHANGHAI) CO., LTD.","CN","SHANGHAI","n.a.","n.a.","n.a.","n.a.","n.a."
"HKC0000038559","ROHM AND HAAS ELECTRONIC MATERIALS ASIA LIMITED","HK","FANLING","100","n.a.","n.a.","n.a.","n.a."
"USC*110293674285","ROHM AND HAAS ELECTRONIC MATERIALS CMP ASIA INC.","US","DELAWARE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC*110293674286","ROHM AND HAAS ELECTRONIC MATERIALS CMP INC.","US","DELAWARE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC*110293674291","ROHM AND HAAS ELECTRONIC MATERIALS LLC","US","DELAWARE","n.a.","n.a.","n.a.","n.a.","n.a."
"CNC*00000554122","SANNISIKE TIANGUAN (NANYANG) CO., LTD.","CN","NANYANG","n.a.","n.a.","n.a.","n.a.","n.a."
"CHC*110175547884","SCHUPBACH AG","CH",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC145093534L","SENTINEL INC","US","BOZEMAN","n.a.","n.a.","n.a.","n.a.","n.a."
"USC321010601L","SENTINEL TRANSPORT INC","US","SACRAMENTO","n.a.","n.a.","n.a.","n.a.","n.a."
"USC128966033L","SENTINEL TRANSPORTATION CO","US","CHATTANOOGA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC133405274L","SENTINEL TRANSPORTATION LLC","US","BAYTOWN","n.a.","n.a.","n.a.","n.a.","n.a."
"CNC*110181797401","SHENZHEN DUPONT PERFORMANCE MATERIALS INVESTMENT CO., LTD.","CN",,"n.a.","n.a.","n.a.","n.a.","n.a."
"GBC*110175547885","SIDLAW GROUP PLC.","GB",,"n.a.","n.a.","n.a.","n.a.","n.a."
"GBC*110175547886","SIDLAW INTERNATIONAL HOLDING","GB",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ESC*110175547887","SIDLAW PACKAGING ESPANA SA","ES",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC266853479L","SOLAE","US","GIBSON CITY","n.a.","n.a.","n.a.","n.a.","n.a."
"USC131293336L","SOLAE","US","WILMINGTON","n.a.","n.a.","n.a.","n.a.","n.a."
"BEC0416815235","SOLAE BELGIUM","BE","IEPER","90","48","33","39","2"
"USC131534713L","SOLAE CO","US","LOUISVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"DKC16316792","SOLAE DENMARK APS","DK","BRABRAND","n.a.","28","n.a.","28","0"
"DEC2150507306","SOLAE DEUTSCHLAND GMBH","DE","NIEBÜLL","n.a.","5","n.a.","5","n.a."
"USC125920695L","SOLAE HOLDINGS LLC","US","SAINT LOUIS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC130810027L","SOLAE INC","US","FORT WAYNE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC133448946L","SOLAE LLC","US","SAINT LOUIS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC131551703L","SOLAE LLC","US","LOUISVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"BEC0673584034","SPECIALTY ELECTRONIC MATERIALS BELGIUM","BE","SENEFFE","5","2","1","0","0"
"IEC606367","SPECIALTY ELECTRONIC MATERIALS IRELAND LIMITED","IE","DUBLIN 4","1","0","0","0","0"
"ITC09838530963","SPECIALTY ELECTRONIC MATERIALS ITALY S.R.L.","IT","MILANO","14","41","28","26","1"
"NLC66460298","SPECIALTY ELECTRONIC MATERIALS NETHERLANDS B.V.","NL","HOEK","n.a.","9","n.a.","1","n.a."
"CHCCHE166095262","SPECIALTY ELECTRONIC MATERIALS SWITZERLAND GMBH","CH","LUZERN","35","n.a.","n.a.","n.a.","n.a."
"GBC10321058","SPECIALTY ELECTRONIC MATERIALS UK LIMITED","GB","HIGH PEAK","21","9","12","-7","-2"
"HRC65327149479","SPECIALTY PRODUCTS BALKANS D.O.O.","HR","ZAGREB","3","0","0","0","0"
"FIC28367955","SPECIALTY PRODUCTS FINLAND OY","FI","NAANTALI","n.a.","2","1","0","0"
"AEC*110235328423","SPECIALTY PRODUCTS FZE","AE",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC295998692L","SPECIALTY PRODUCTS N & H INC","US","WILMINGTON","n.a.","n.a.","n.a.","n.a.","n.a."
"RUC*110235328414","SPECIALTY PRODUCTS RUS OOO","RU",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC304952198L","SPECIALTY PRODUCTS US LLC","US","MIDLAND","n.a.","n.a.","n.a.","n.a.","n.a."
"USC311570432L","SPECIALTY PRODUCTS US LLC","US","MIDLAND","n.a.","n.a.","n.a.","n.a.","n.a."
"SEC*110175547863","SSA TRYCK AB","SE",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC123291463L","STONETECH PROFESSIONAL INC","US","WALNUT CREEK","n.a.","n.a.","n.a.","n.a.","n.a."
"NLC21017564","TERNEUZEN PARTNERSHIP SERVICES B.V.","NL","HOEK","1","6","n.a.","5","n.a."
"GBC*110175547891","TRENTSIDE RECYCLING LTD.","GB",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC*110293674307","UNION CARBIDE CORPORATION","US","NEW YORK","n.a.","n.a.","n.a.","n.a.","n.a."
"USC*110293674308","UNIVATION TECHNOLOGIES, LLC","US","DELAWARE","n.a.","n.a.","n.a.","n.a.","n.a."
"GBC*110175547856","XYROFIN (UK) LTD.","GB",,"n.a.","n.a.","n.a.","n.a.","n.a."
"CHC*1420655","XYROFIN AG","CH",,"n.a.","n.a.","n.a.","n.a.","n.a."
"DKC32106617","YDERNÆS 1 APS","DK","KØBENHAVN K","n.a.","1","n.a.","1","-1"
